0,1
1,1001
0,2
2,1002
0,3
3,1003
0,4
4,1004
0,5
5,1005
0,6
6,1006
0,7
7,1007
0,8
8,1008
0,9
9,1009
0,10
10,1010
0,11
11,1011
0,12
12,1012
0,13
13,1013
0,14
14,1014
0,15
15,1015
0,16
16,1016
0,17
17,1017
0,18
18,1018
0,19
19,1019
0,20
20,1020
0,21
21,1021
0,22
22,1022
0,23
23,1023
0,24
24,1024
0,25
25,1025
0,26
26,1026
0,27
27,1027
0,28
28,1028
0,29
29,1029
0,30
30,1030
0,31
31,1031
0,32
32,1032
0,33
33,1033
0,34
34,1034
0,35
35,1035
0,36
36,1036
0,37
37,1037
0,38
38,1038
0,39
39,1039
0,40
40,1040
0,41
41,1041
0,42
42,1042
0,43
43,1043
0,44
44,1044
0,45
45,1045
0,46
46,1046
0,47
47,1047
0,48
48,1048
0,49
49,1049
0,50
50,1050
0,51
51,1051
0,52
52,1052
0,53
53,1053
0,54
54,1054
0,55
55,1055
0,56
56,1056
0,57
57,1057
0,58
58,1058
0,59
59,1059
0,60
60,1060
0,61
61,1061
0,62
62,1062
0,63
63,1063
0,64
64,1064
0,65
65,1065
0,66
66,1066
0,67
67,1067
0,68
68,1068
0,69
69,1069
0,70
70,1070
0,71
71,1071
0,72
72,1072
0,73
73,1073
0,74
74,1074
0,75
75,1075
0,76
76,1076
0,77
77,1077
0,78
78,1078
0,79
79,1079
0,80
80,1080
0,81
81,1081
0,82
82,1082
0,83
83,1083
0,84
84,1084
0,85
85,1085
0,86
86,1086
0,87
87,1087
0,88
88,1088
0,89
89,1089
0,90
90,1090
0,91
91,1091
0,92
92,1092
0,93
93,1093
0,94
94,1094
0,95
95,1095
0,96
96,1096
0,97
97,1097
0,98
98,1098
0,99
99,1099
0,100
100,1100
0,101
101,1101
0,102
102,1102
0,103
103,1103
0,104
104,1104
0,105
105,1105
0,106
106,1106
0,107
107,1107
0,108
108,1108
0,109
109,1109
0,110
110,1110
0,111
111,1111
0,112
112,1112
0,113
113,1113
0,114
114,1114
0,115
115,1115
0,116
116,1116
0,117
117,1117
0,118
118,1118
