0,2967
0,3081
0,3144
0,3448
0,4215
1,1829
1,2059
1,3434
1,3515
1,4154
1,4400
1,4672
2,184
2,531
2,1359
2,2045
2,2453
2,3303
2,4127
3,347
3,558
3,2566
4,472
4,833
4,1750
4,2386
4,2791
4,3025
4,3520
4,3925
4,4316
5,1910
5,2402
6,1591
6,2745
6,2784
6,4486
7,72
7,1170
7,2746
7,3010
8,2258
8,2660
8,3420
8,3924
8,4496
9,114
9,491
9,1138
9,1559
9,1663
9,1687
9,2568
9,2574
10,1157
10,3515
10,3576
10,3777
10,3902
10,4090
10,4808
11,1003
11,1209
11,1328
11,1367
11,1402
11,2029
11,3997
12,728
12,2475
12,2620
12,2780
12,3835
12,3971
12,4701
13,1483
13,3039
13,3203
13,3301
13,3707
13,3848
14,3653
14,4404
15,447
15,1382
15,1414
15,2971
15,3620
15,3771
15,4585
16,709
16,710
16,1344
16,1876
16,2715
16,2838
16,3184
16,3433
16,3523
17,2828
17,3350
17,3778
17,4168
18,1415
18,3876
18,4022
18,4324
18,4734
19,135
20,1583
20,1836
20,2191
20,2468
20,2972
20,3657
20,3893
21,1031
21,1254
21,1687
21,3019
21,3272
21,3849
22,68
22,2625
22,4797
23,2406
23,2639
23,3302
23,4295
24,2111
24,2123
24,3119
24,3817
24,4645
25,1492
25,1844
25,2385
25,2468
25,2677
25,3553
26,374
26,862
26,4485
27,224
27,1506
27,2027
27,2180
27,2530
27,3280
27,3751
27,3752
27,4366
27,4448
27,4912
28,440
28,1304
28,2416
28,3327
29,4111
30,20
30,83
30,2950
30,3317
30,3323
31,308
31,742
31,995
31,1172
31,1482
31,3386
31,4488
31,4617
32,3164
32,4090
32,4301
33,745
33,1256
33,1342
33,1483
33,1737
33,1867
33,2174
33,3316
33,3975
33,4120
33,4616
34,561
34,1251
34,3257
35,224
35,677
35,2569
35,3364
35,4397
35,4561
36,18
36,3342
37,1473
37,4917
38,1433
38,2049
38,4532
38,4895
38,4923
39,1162
39,1208
39,1933
39,3748
39,4665
40,1416
40,1603
40,1608
40,4586
41,2466
41,3839
41,4570
42,2251
42,3787
42,4333
43,233
43,4286
44,448
44,1325
44,2872
44,3148
44,3887
44,4356
45,51
45,103
45,437
45,2434
45,3037
45,4014
45,4464
46,2471
46,3351
47,93
47,1498
47,4785
48,193
48,773
48,1148
48,1425
48,2041
48,2843
48,3969
49,1564
49,2148
49,2449
49,3305
50,656
50,1762
50,3959
50,4063
50,4927
51,2334
51,3003
51,3406
51,3643
52,143
52,280
52,3022
53,1083
53,3581
53,4994
54,670
54,4449
54,4452
55,0
55,1272
55,1457
55,2147
56,127
56,746
56,1482
56,2531
56,2655
56,2728
57,482
57,1705
57,3907
58,2309
58,3597
58,4185
58,4391
59,85
59,791
59,920
59,1322
59,4880
60,367
60,456
60,3405
61,1877
61,1901
61,2086
61,4077
62,806
62,1063
62,1902
62,2155
62,4084
62,4088
62,4371
62,4723
63,3165
64,1189
64,2469
65,1555
65,1791
65,1842
65,2491
65,3394
65,3780
65,3876
65,3947
65,4232
66,2492
66,2721
66,3037
66,4618
67,2049
67,3360
68,715
68,1966
68,2084
68,4940
69,140
69,293
69,2567
69,4703
70,119
70,2262
70,3209
70,3461
70,3834
70,4658
70,4733
71,638
71,1019
71,1294
71,2751
71,4703
71,4877
72,1496
72,2256
72,3415
72,4991
73,87
73,1891
73,2120
73,2819
73,3233
73,3611
74,2688
74,3238
74,4873
75,677
75,4552
76,1343
76,2120
76,3459
76,4048
77,745
77,1951
77,2113
77,2619
77,3634
77,4499
77,4607
77,4808
78,23
78,253
78,830
78,1315
78,3632
78,4589
79,2482
79,4813
80,365
80,1255
80,1573
80,1686
80,3120
80,3729
80,4873
81,3892
81,4712
82,1373
82,2808
82,3078
83,566
83,661
83,772
83,884
83,1995
83,3394
83,4212
84,1562
84,3508
85,715
85,1194
85,2809
85,2878
86,1859
86,2117
86,2407
86,2612
86,2626
86,3993
86,4153
86,4155
87,1910
88,300
88,418
88,1096
88,1989
88,2266
88,2649
88,3141
89,365
89,2151
89,2237
89,2429
89,2450
89,3291
89,3650
89,4438
90,18
90,1801
91,259
92,1639
92,4233
92,4282
92,4326
93,402
93,4991
94,517
94,3381
95,32
95,736
95,2123
95,2514
96,2412
96,3575
96,3818
96,4299
96,4321
97,349
97,372
97,716
97,2993
97,3676
97,4389
98,183
98,446
98,1449
98,2745
98,3411
98,3606
98,4371
99,59
99,383
99,1174
99,1889
99,4027
99,4141
99,4705
99,4807
100,314
100,1497
100,1697
100,1812
100,2674
100,3272
100,3836
100,4352
101,72
101,149
101,1661
101,3472
101,4743
102,614
102,1989
102,4604
103,1423
103,1912
103,3081
103,3739
103,3753
103,3972
103,4028
103,4815
104,133
104,1887
104,3661
104,3733
104,4123
105,2826
105,4961
106,293
106,1855
106,3347
106,3577
107,382
107,669
107,1758
107,2622
107,2665
107,4238
107,4746
108,1944
108,2391
108,3773
108,4482
109,2052
109,3240
109,3543
110,2009
110,3344
110,3837
110,4367
110,4644
111,273
111,721
111,1389
111,1588
111,3584
112,107
112,1616
112,2615
112,4651
112,4806
113,508
113,1507
113,2632
113,3158
113,4144
113,4503
113,4552
114,1666
114,1670
114,3184
114,3544
114,3693
114,3981
114,4026
114,4852
115,866
115,2737
115,3082
115,3635
115,4531
116,660
116,1014
116,1992
116,2487
116,4178
116,4333
117,1552
117,2677
117,2729
117,4096
117,4359
117,4380
118,1869
118,2110
118,2727
118,2909
118,4177
119,687
119,692
