0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,24
0,25
0,28
0,31
0,33
0,35
0,36
0,37
0,38
0,39
0,41
0,42
0,48
0,49
0,51
0,53
0,55
0,56
0,57
0,63
0,67
0,71
0,75
0,79
0,82
0,88
0,94
0,97
0,98
0,101
0,102
0,104
0,106
0,108
0,115
0,124
0,128
0,131
0,140
0,143
0,145
0,147
0,148
0,149
0,151
0,155
0,164
0,166
0,181
0,183
0,190
0,191
0,201
0,205
0,213
0,224
0,228
0,229
0,230
0,231
0,233
0,251
0,260
0,261
0,267
0,269
0,276
0,278
0,279
0,283
0,290
0,302
0,309
0,316
0,317
0,318
0,320
0,323
0,330
0,333
0,336
0,341
0,348
0,350
0,354
0,369
0,375
0,378
0,383
0,399
0,401
0,409
0,413
0,422
0,435
0,440
0,441
0,457
0,463
0,474
0,497
0,514
0,518
0,528
0,546
0,558
0,579
0,583
0,585
0,594
0,597
0,620
0,622
0,638
0,640
0,666
0,670
0,679
0,680
0,698
0,701
0,727
0,729
0,731
0,761
0,788
0,815
0,828
0,831
0,835
0,848
0,856
0,868
0,873
0,878
0,881
0,894
0,920
0,942
0,955
0,958
0,968
1,11
1,12
1,13
1,15
1,16
1,17
1,18
1,19
1,20
1,22
1,23
1,26
1,27
1,30
1,31
1,33
1,35
1,38
1,40
1,41
1,48
1,52
1,54
1,57
1,60
1,62
1,68
1,75
1,78
1,81
1,84
1,88
1,92
1,99
1,100
1,107
1,115
1,123
1,129
1,136
1,146
1,174
1,181
1,205
1,217
1,233
1,234
1,238
1,243
1,244
1,251
1,252
1,267
1,274
1,291
1,306
1,342
1,345
1,371
1,387
1,388
1,389
1,393
1,428
1,450
1,496
1,524
1,552
1,596
1,614
1,655
1,673
1,698
1,699
1,768
1,810
1,827
1,880
1,920
1,933
1,945
1,947
1,960
1,971
1,999
2,11
2,12
2,13
2,14
2,15
2,16
2,18
2,24
2,28
2,29
2,30
2,32
2,37
2,39
2,44
2,47
2,50
2,51
2,53
2,55
2,57
2,71
2,79
2,82
2,122
2,135
2,137
2,154
2,157
2,160
2,165
2,167
2,172
2,173
2,174
2,180
2,182
2,195
2,196
2,203
2,222
2,224
2,231
2,272
2,286
2,289
2,294
2,302
2,306
2,307
2,315
2,336
2,356
2,363
2,377
2,388
2,411
2,440
2,491
2,499
2,502
2,535
2,565
2,598
2,599
2,627
2,641
2,654
2,658
2,664
2,724
2,741
2,749
2,763
2,777
2,785
2,789
2,799
2,815
2,834
2,839
2,886
2,918
2,936
2,968
2,971
2,983
3,11
3,12
3,13
3,14
3,18
3,25
3,26
3,27
3,32
3,34
3,38
3,39
3,40
3,53
3,61
3,63
3,72
3,101
3,102
3,113
3,116
3,136
3,161
3,176
3,177
3,182
3,195
3,222
3,250
3,340
3,341
3,347
3,356
3,373
3,393
3,394
3,402
3,461
3,500
3,502
3,508
3,529
3,540
3,541
3,543
3,573
3,583
3,604
3,606
3,614
3,617
3,664
3,695
3,708
3,750
3,776
3,810
3,838
3,870
3,884
3,894
3,927
3,940
3,963
4,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,22
4,23
4,24
4,28
4,29
4,30
4,31
4,32
4,33
4,35
4,37
4,40
4,42
4,45
4,49
4,51
4,53
4,56
4,62
4,67
4,68
4,70
4,71
4,73
4,74
4,75
4,76
4,81
4,87
4,88
4,90
4,94
4,95
4,109
4,110
4,111
4,117
4,122
4,123
4,126
4,132
4,145
4,146
4,152
4,155
4,165
4,178
4,187
4,189
4,220
4,236
4,238
4,241
4,247
4,252
4,262
4,263
4,265
4,270
4,275
4,284
4,305
4,316
4,335
4,336
4,337
4,349
4,350
4,365
4,370
4,373
4,378
4,396
4,397
4,399
4,406
4,416
4,435
4,443
4,466
4,479
4,482
4,483
4,485
4,489
4,504
4,513
4,514
4,553
4,575
4,582
4,595
4,623
4,627
4,654
4,659
4,666
4,688
4,689
4,700
4,702
4,708
4,721
4,730
4,750
4,753
4,756
4,769
4,795
4,801
4,807
4,819
4,829
4,831
4,843
4,848
4,866
4,897
4,916
4,939
4,942
4,959
4,973
4,992
4,993
5,11
5,12
5,13
5,23
5,37
5,40
5,42
5,45
5,51
5,52
5,58
5,66
5,73
5,78
5,106
5,114
5,130
5,135
5,138
5,141
5,151
5,155
5,160
5,163
5,164
5,173
5,181
5,199
5,212
5,231
5,232
5,249
5,251
5,271
5,278
5,311
5,315
5,330
5,334
5,347
5,361
5,409
5,427
5,444
5,448
5,475
5,487
5,514
5,521
5,575
5,578
5,583
5,585
5,597
5,603
5,624
5,668
5,694
5,706
5,714
5,785
5,806
5,821
5,822
5,827
5,923
5,933
5,941
5,942
5,957
6,41
6,155
6,326
6,581
7,11
7,12
7,19
7,21
7,33
7,41
7,43
7,69
7,78
7,93
7,102
7,115
7,117
7,120
7,132
7,160
7,165
7,188
7,226
7,265
7,291
7,302
7,402
7,424
7,448
7,468
7,513
7,558
7,564
7,593
7,598
7,602
7,613
7,626
7,639
7,699
7,745
7,754
7,875
7,917
7,965
7,980
8,11
8,12
8,14
8,15
8,16
8,20
8,22
8,23
8,33
8,40
8,43
8,69
8,80
8,98
8,140
8,219
8,280
8,299
8,300
8,322
8,429
8,457
8,516
8,691
8,703
8,747
8,789
8,873
8,886
8,909
9,11
9,12
9,13
9,14
9,15
9,16
9,18
9,24
9,26
9,27
9,32
9,36
9,37
9,39
9,47
9,55
9,58
9,61
9,62
9,64
9,67
9,70
9,71
9,72
9,76
9,77
9,80
9,85
9,105
9,113
9,128
9,132
9,142
9,148
9,161
9,162
9,179
9,188
9,190
9,191
9,199
9,236
9,264
9,273
9,292
9,320
9,333
9,351
9,363
9,367
9,402
9,407
9,418
9,444
9,458
9,483
9,507
9,523
9,559
9,566
9,569
9,573
9,580
9,585
9,589
9,603
9,611
9,651
9,703
9,710
9,717
9,745
9,765
9,778
9,780
9,795
9,822
9,845
9,871
9,894
9,899
9,905
9,933
9,935
9,970
9,974
9,977
10,11
10,13
10,14
10,16
10,17
10,19
10,23
10,29
10,30
10,34
10,38
10,40
10,46
10,48
10,52
10,59
10,79
10,84
10,90
10,95
10,108
10,110
10,112
10,116
10,122
10,131
10,142
10,147
10,150
10,220
10,235
10,258
10,265
10,275
10,297
10,379
10,399
10,435
10,488
10,547
10,568
10,591
10,596
10,628
10,778
10,800
10,840
10,845
10,865
10,900
10,909
10,981
10,989
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,24
11,25
11,26
11,28
11,33
11,36
11,37
11,40
11,43
11,44
11,45
11,46
11,47
11,48
11,50
11,51
11,52
11,56
11,58
11,60
11,61
11,62
11,66
11,67
11,75
11,79
11,83
11,91
11,93
11,95
11,96
11,97
11,104
11,112
11,113
11,114
11,116
11,121
11,138
11,150
11,158
11,159
11,167
11,170
11,173
11,175
11,182
11,183
